Fréquence (Hz);Niveau (dB)
374.812317;-39.959427
375.148773;-40.578522
375.485229;-39.747570
375.821686;-39.736000
376.158142;-40.189331
376.494598;-43.089382
376.831055;-43.073982
377.167511;-43.483997
377.503967;-43.368378
377.840424;-44.132385
378.176880;-44.847408
378.513336;-46.201275
378.849792;-45.625301
379.186249;-43.668636
379.522705;-42.938694
379.859161;-44.433075
380.195618;-44.842205
380.532074;-44.343342
380.868530;-45.091011
381.204987;-44.475185
381.541443;-42.031799
381.877899;-44.462429
382.214355;-47.939484
382.550812;-45.645390
382.887268;-44.198463
383.223724;-44.198910
383.560181;-43.635555
383.896637;-43.773186
384.233093;-40.969833
384.569550;-40.661713
384.906006;-42.126095
385.242462;-45.125221
385.578918;-42.199486
385.915375;-42.941116
386.251831;-41.727688
386.588287;-43.708267
386.924744;-42.830841
387.261200;-39.963280
387.597656;-39.639862
387.934113;-37.518528
388.270569;-39.886322
388.607025;-39.210476
388.943481;-41.034344
389.279938;-41.921654
389.616394;-40.943001
389.952850;-41.006493
390.289307;-39.308865
390.625763;-40.249527
390.962219;-40.251591
391.298676;-40.949051
391.635132;-41.731853
391.971588;-39.176147
392.308044;-39.122654
392.644501;-37.209976
392.980957;-38.026161
393.317413;-37.446140
393.653870;-38.331863
393.990326;-39.021317
394.326782;-38.171642
394.663239;-40.090893
394.999695;-39.523163
395.336151;-39.966091
395.672607;-41.157280
396.009064;-42.867798
396.345520;-40.792946
396.681976;-39.263523
397.018433;-41.353485
397.354889;-42.616020
397.691345;-43.106380
398.027802;-45.357079
398.364258;-45.009380
398.700714;-44.879303
399.037170;-45.860500
399.373627;-45.637928
399.710083;-43.930790
400.046539;-44.341381
400.382996;-44.500370
400.719452;-44.454273
401.055908;-41.744129
401.392365;-41.069546
401.728821;-41.841248
402.065277;-43.848289
402.401733;-46.473206
402.738190;-47.864723
403.074646;-46.869717
403.411102;-49.507732
403.747559;-49.984898
404.084015;-44.798534
404.420471;-44.105915
404.756927;-45.928391
405.093384;-46.609478
405.429840;-46.192089
405.766296;-43.760399
406.102753;-46.270950
406.439209;-45.203396
406.775665;-46.120228
407.112122;-44.965374
407.448578;-43.815613
407.785034;-44.840614
408.121490;-43.824780
